gene	base_mean	l2fc	lfc_se	stat	pvalue	padj
Sorcs3	9.505338395642218	0.21568578292437016	0.3816011636182808	0.5652125923287871	0.5719291726885816	1
Sos1	5.335603559174946	0.10744521366392826	0.5276934842776907	0.2036129246716013	0.8386559923000414	1
Sos2	9.361170875566046	-0.1870453564024099	0.4005415642584123	-0.46698114026871934	0.6405133714298283	1
Sostdc1	1.8961142470737773	0.6538131855078289	2.516859226069541	0.25977344252537227	0.7950385376424266	1
Sowahb	16.7578534260658	0.3933543481516991	0.31049376752259683	1.266867130024025	0.2052028036508552	1
Sowahc	2.47120990957738	-0.44689786671280873	0.8701161038858571	-0.5136071665804192	0.6075266680438943	1
Sox1	5.664220552608841	-0.4058457440535739	0.5392077578836818	-0.7526704468171305	0.45164797321620315	1
Sox11	1.3661432329240326	-0.01008251156508069	1.1934395271119016	-0.00844828023207858	0.9932593278217428	1
Sox12	5.453787665269783	-1.0962320941089905	0.6121758285028339	-1.7907144370433363	0.07333913176047657	1
Sox13	7.85993691371694	-0.7080775597218896	0.4688824493840811	-1.5101387579168566	0.13100802159803365	1
Sox17	8.269944642921102	-0.5727435974300931	0.45540408368203344	-1.2576602141977868	0.208514666667049	1
Sox18	10.640201059677386	-1.4776899572946949	0.4853801877860415	-3.0443969376559505	0.00233147298659845	1
Sox21	7.540314739317424	-1.0195744429660225	0.5028086499839932	-2.027758358967134	0.04258491620444474	1
Sox3	1.0990554030579818	-0.2385724229379441	1.4050156746735267	-0.16980054190027413	0.8651670007432009	1
Sox4	9.768703675810691	-0.3134993974029051	0.40160959353291453	-0.7806073421829546	0.4350334721373488	1
Sox5	11.8018151530363	0.06437127739603296	0.3470701313050357	0.18547051903886777	0.8528600014882135	1
Sox6	4.2079043293031315	-0.34747351589644826	0.6322005502916628	-0.549625456251411	0.5825762949865914	1
Sox9	16.88943332838615	-0.6149904253604244	0.31403662497391277	-1.9583398127893905	0.05019015207585106	1
Sp1	4.205159743221991	-0.14353826559561533	0.6151761086511544	-0.2333287388392566	0.815506144024359	1
Sp100	3.5060977438850496	-0.8692357325543396	0.7534153422603953	-1.153727145967668	0.24861205096053293	1
Sp110	1.7339808482996744	-1.036807066624427	1.1484895226227698	-0.9027570963439898	0.3666548261063563	1
Sp2	8.54726474305049	0.3879124257893633	0.4000944021544731	0.9695522449214212	0.3322697264881795	1
Sp3	13.835315127169912	-0.04078812500715989	0.3221972640023779	-0.12659364173514168	0.8992620296121928	1
Sp4	4.70838908481663	0.2026700637220568	0.5593747437045212	0.3623153637217366	0.7171163784282208	1
Spa17	5.121649479635656	-0.05159559990138964	0.566054805697047	-0.09114947772213358	0.9273738186989255	1
Spaca6	20.0739842702826	-0.3748168929261465	0.2912992808552541	-1.286707237400947	0.1981963495369284	1
Spag1	6.63585571722317	-0.41703788837028943	0.4982614936579716	-0.836985987635967	0.4026004444320043	1
Spag4	2.8481662465466377	-0.18653693427713172	0.7791766651257788	-0.23940261897732776	0.8107933993966915	1
Spag5	4.825469473735468	-0.38133150234626456	0.5917313950884472	-0.6444334465121058	0.5192944017375846	1
Spag6	3.809627104808762	0.3239310932351721	0.6371310914260929	0.5084214184401453	0.6111578352337724	1
Spag6l	4.625560268295346	0.18765972965342256	0.574327374491972	0.3267469704354927	0.7438592711204952	1
Spag8	1.1078556891595983	-0.1877082881912152	1.490859702712874	-0.12590607140943436	0.8998062766356768	1
Spast	15.234947902099789	-0.15148079513583682	0.31085626664075455	-0.4873017255621157	0.626044525060523	1
Spata13	5.881319662245496	0.48217247469624813	0.5486187020851657	0.8788845018655549	0.3794639026358588	1
Spata24	13.546826742514211	0.0952313364704958	0.32643334681853275	0.2917328679763706	0.7704908768114471	1
Spata33	4.550691677887881	-0.5606849844503096	0.6365285955148169	-0.8808480693578803	0.37840005813043504	1
Spata5	4.614336468126437	0.34567104169188273	0.568956489762982	0.6075526826943897	0.5434841914821185	1
Spata6	2.0326408784052488	-0.02391389640956111	0.9846275195563752	-0.02428725171152593	0.9806234817934882	1
Spata6l	4.8118289482591985	0.43758490060490784	0.5495772372030016	0.7962209330792821	0.42590363255825825	1
Spata7	12.666384417309771	0.4142256137065859	0.3236842091668259	1.2797214135741024	0.2006431307928266	1
Spats1	3.2843241578670397	-0.48791689602146254	0.7369604869549119	-0.6620665621267071	0.5079285643073665	1
Spc24	3.257070804975661	0.229847196662222	0.7023256312799838	0.32726585279726583	0.7434668171589403	1
Specc1l	14.563566960378044	0.01739710014098705	0.3101509118924572	0.05609237140343919	0.9552682211103024	1
Spef1	6.6438372464112705	-0.13082928246945194	0.47782485658964	-0.2738017511336988	0.7842369778184215	1
Spef1l	1.2695504580092265	0.6026114943416447	1.1870338154214468	0.5076616070349204	0.6116906776849271	1
Spen	15.029492133125766	0.1810131363486799	0.30370928279105974	0.5960079148229722	0.5511699392710856	1
Spg11	3.17712709244892	-0.11484042571664203	0.7191677267317298	-0.1596851769732999	0.8731290781185932	1
Spg20	16.73188793980841	-0.1568979390830535	0.2973485423914494	-0.5276566611734138	0.5977376585082116	1
Sphk1	5.145478023147689	-0.7356694447649635	0.6367707588549484	-1.155312857154208	0.24796233274843613	1
Spi1	5.899710343922364	-0.5381114877173556	0.552398400738899	-0.9741365778712738	0.32998872994327655	1
Spice1	6.086027350565657	-0.2133754972184549	0.5105290563508277	-0.4179497612606529	0.6759838490516095	1
Spidr	1.4710710104434306	-0.769413626333237	1.2178447778187276	-0.6317829992351963	0.527528684097914	1
Spin2c	12.531857425422086	0.4107338286037957	0.3297265081187702	1.2456803395856968	0.21288177430028923	1
Spindoc	15.898624430467317	-0.11237991577600434	0.3046081169566527	-0.3689327681047862	0.7121778381672319	1
Spink10	1.3589032645281376	-0.9499237256346448	1.4809503897260798	-0.6414284585254371	0.521244348151156	1
Spink8	2.5718784552998453	1.6080384065507014	0.9714433979857942	1.6553083894386778	0.09786195803322616	1
Spint1	1.652738889014452	3.438041862869554e-5	1.0971322860567192	3.1336620994232734e-5	0.9999749969939252	1
Spon1	13.41929731856753	0.14280252225974271	0.32857958298347917	0.4346055861508679	0.6638487395866078	1
Spopl	3.983200446778326	0.16331912581068023	0.61858630257689	0.2640199518326382	0.791764544732059	1
Spp1	12.173528985080967	0.26416372449370923	0.40652902072717856	0.6498028702137587	0.5158195647136903	1
Sppl2a	8.660057736889275	-0.188820697769167	0.4167244729769682	-0.45310681280675075	0.65047182983722	1
Spred3	12.962943033033875	-0.0612051813851191	0.3342365977113595	-0.18311932865584865	0.8547043901265295	1
Spring1	10.796365616837866	0.406880531310586	0.3545684274213116	1.147537399958951	0.2511595851429522	1
Sprtn	4.982180390453001	0.01243473020280138	0.5525751776407232	0.02250323703625767	0.9820465298734132	1
Spry1	7.0173925445074845	0.5228611987257821	0.4448037822303549	1.1754873038714468	0.2397998136310344	1
Spry4	3.816238927811867	0.3223381672422161	0.6326670739696045	0.5094909795443255	0.6104081195352045	1
Spryd4	10.523810605765505	-0.0960837470622166	0.3754260035394131	-0.25593258366859367	0.7980028941742162	1
Spsb1	19.752581269717563	0.6994526501938927	0.2655787836739435	2.633691744942341	0.00844621302465292	1
Spsb2	7.836146376159818	-0.35331326935357854	0.45496094419086697	-0.7765793390945558	0.4374069950860578	1
Spsb4	4.365116607738137	-0.44477078901841266	0.6289072230252506	-0.7072120858763855	0.47943468901338737	1
Sptbn5	1.176769984076881	0.22840189483347345	1.2581743508042167	0.18153437533318056	0.8559481537502311	1
Sptlc1	17.59888533714849	0.07141110744135303	0.27979144372244774	0.2552297757618086	0.7985456347067325	1
Sptlc2	13.656883616073278	0.4122745246787455	0.362439111788956	1.1375000966198374	0.25532928422448076	1
Sptssb	2.7742170825434656	0.012161782692234	0.803365129054017	0.01513854939976647	0.9879216465068784	1
Spty2d1	4.982725661369218	0.3795078953909324	0.5345169486931264	0.7100016123320594	0.4777031363402705	1
Sqor	6.643608078128225	-0.3411393781893505	0.513632744431187	-0.6641698409768226	0.5065816138001986	1
Srarp	9.035549028368411	-0.06943477735197397	0.4059725162957237	-0.1710331969896095	0.8641976627450989	1
Srbd1	5.832999297574769	-0.5200835944438398	0.5415560949450141	-0.9603503668380752	0.33687890892517885	1
Srcap	19.86441511227762	0.2234768386596223	0.2626365327790221	0.8508977646596178	0.39482614669365573	1
Srd5a1	7.169932980847635	0.1347576830473738	0.4510054938120106	0.2987938836584192	0.7650973180158281	1
Srd5a3	19.808026751700183	0.2254279183016598	0.2628596432509547	0.8575980531421538	0.3911144504545238	1
Srek1	13.763174393412417	-0.4953305561370357	0.34402555849858973	-1.4398074326186034	0.1499218877728977	1
Srek1ip1	11.974197710570378	-0.04432951301235352	0.34640055721320484	-0.12797182940173307	0.8981712665884913	1
Srfbp1	6.5368433042969	0.0426206219621402	0.47492436921122433	0.08974191413451038	0.9284923076362254	1
Srgap1	1.467309643450754	-0.7659679686466715	1.2611837810096596	-0.6073404845354611	0.5436249764280949	1
Srgap2	17.983648092987302	0.08503063953894005	0.2767699069768278	0.3072250175885601	0.758672104462286	1
Srgn	17.850982110413067	-0.02978388735951783	0.3405250472441557	-0.08746460091719141	0.9303022219414452	1
Srl	8.66869624825631	0.15507548178161162	0.4152261160374087	0.3734723703353006	0.7087969054370575	1
Srpk3	2.1549504691547416	-0.8491699612480658	1.006672954570257	-0.8435410501423192	0.3989259175553877	1
Srprb	19.60255618317933	-0.2248355318264111	0.27401600733252135	-0.8205196988859517	0.4119199041474353	1
Srrm4	10.028695348288911	0.04552605454207995	0.38107714208290183	0.11946676804922592	0.904905566701496	1
Srsf10	19.962983184334064	-0.22908300611278817	0.275601071711244	-0.831212319641506	0.40585369641157665	1
Srsf12	14.69520040234866	-0.0477942187140071	0.31207537655439305	-0.15314959879789436	0.8782803030047672	1
Ss18	12.204690651311388	-0.17019569013757677	0.3481107086173208	-0.48891253823700503	0.6249036185882584	1
Ss18l1	17.36297664149371	0.34263082816845	0.2763947386679118	1.2396430909639016	0.21510743493605117	1
Ssh1	5.011581356628119	-0.19658264475103768	0.5609829204408833	-0.35042536517251005	0.7260194930704189	1
Ssh2	6.168141266029279	0.35044774409780266	0.4775576372550709	0.7338333988586662	0.463050282303251	1
Ssh3	15.607157101112868	-0.7309648349234994	0.3399135554807361	-2.150443320478066	0.03152016480304454	1
Sspn	4.783794228800155	-0.3789727608300613	0.5997364351432231	-0.6318988452645183	0.5274529779669461	1
Sstr2	10.14007394913292	-0.4818121665713841	0.4254885908809648	-1.1323738800464722	0.25747728138786413	1
Sstr4	17.618336182565894	0.252881948400968	0.3028801383739985	0.8349241708570128	0.4037604046067446	1
St18	1.5363753084286818	-0.7701909455375083	1.2427653086281905	-0.6197396565467965	0.535429202548179	1
St3gal1	5.15532913564656	-0.31986388280078143	0.5667633991244796	-0.5643693352374171	0.5725028035519504	1
St3gal4	18.73388760418181	-0.4597239703142554	0.29393456709206467	-1.564035066927882	0.11780933343313672	1
St3gal6	12.611217825311194	0.2816097678558645	0.33315113386466	0.8452913384658214	0.39794819585876545	1
St6gal1	10.819704005497131	-0.3085881659727321	0.38062172992593785	-0.8107476313367022	0.41751061387851585	1
St6galnac2	1.4618707924746177	0.6889390724060804	1.112589956627263	0.6192210061778286	0.5357707753002914	1
St6galnac3	4.082857624125929	0.5325357033322181	0.6165181069728565	0.8637795018657322	0.38770903033848464	1
St6galnac5	14.578959156271956	-0.5589597104239631	0.33856886795768154	-1.650948339685587	0.098749123997822	1
St7	9.795867783383096	-0.18797473827547648	0.39466669295369206	-0.47628731187998263	0.6338697034731879	1
St7l	14.842930967378088	-0.10697953868258252	0.3256538219809274	-0.32850693424027433	0.7425284021827245	1
St8sia1	8.205152850061143	0.34086096970782276	0.4121884367986855	0.8269542259728665	0.40826300650698466	1
St8sia4	1.9945754971964067	-0.4097895509647069	0.9673681885041632	-0.4236128041365124	0.6718482157956225	1
Stab1	7.461666497915569	-0.7165261589714552	0.4918215933075666	-1.45688226934633	0.14514888116954724	1
Stag1	5.536613846811146	0.15642655790768686	0.514851565051339	0.30382845955239274	0.7612585834693957	1
Stag2	19.705496720183493	0.069186827938320275	0.26961480541015714	0.2566136078212336	0.7974770691775345	1
Stam2	8.701003944701043	-0.01694579645301557	0.4100491268096521	-0.04132625908719942	0.967035799223834	1
Stambp	18.629608684728986	0.17893121441730808	0.272142212596278	0.6574915839416353	0.5108648807135107	1
Stambpl1	10.649045507983642	0.26584869583948684	0.3622562830895643	0.7338691093834205	0.4630285155163339	1
Stap2	1.3635675832817469	-1.4097929858855116	1.4101153242974207	-0.9997714098936769	0.31742114473400573	1
Stard13	4.865666266436038	0.02933792906735766	0.5805927152872167	0.05053099753903099	0.9596992484846676	1
Stard4	15.396088204601122	-0.02169199366505639	0.30374655071379336	-0.07141478187680156	0.9430676454111484	1
Stard5	5.674708821842536	0.32409234044723323	0.5109479418991046	0.6342962048983667	0.5258875327848984	1
Stard6	1.1825515952525134	0.28883013204841285	1.2599513403321023	0.22923911646642	0.818683071403058	1
Stard9	1.6332584080556116	-0.9101862301455114	1.1606855373104488	-0.7841798668867739	0.4329345769381357	1
Stat1	13.527879476844928	-0.22602118613437028	0.33629074723640967	-0.6721005201355695	0.5015197054169509	1
Stat2	12.808042037571925	-0.24395334001687685	0.352925612853918	-0.6912316112286624	0.4894200014282359	1
Stat5a	1.197801637534551	0.6883830499459958	1.2712915422563704	0.5414832295070642	0.5881745538664344	1
Stat5b	16.431041513855114	-0.1482130914390692	0.2986231527580983	-0.49632150109650136	0.6196675988608153	1
Stat6	7.778652711238579	-0.08952309562515666	0.441488636805144	-0.202775537492868	0.8393104789672832	1
Steap1	1.5659064276319916	1.8115846764607435	3.0820030905438713	0.5877945684152637	0.5566701902473414	1
Steap2	3.099358473930619	0.9255124358629068	0.7718942162872741	1.199014601138637	0.23052226817372012	1
Steap3	6.511311273502464	-0.6490593428508183	0.5309176693466042	-1.222523529212373	0.22150971160508665	1
Stimate	16.69714400008476	0.0952430324111538	0.28738751665712287	0.33140977561940044	0.740334981853409	1
Sting1	4.707441012411223	-0.8831981297224873	0.640447952735348	-1.37903185723423	0.16788493184058434	1
